"restaurant","rating","date","review","author"
"Villalobos",2,"2014-08-30","Great decor, very hospitable, stunning food presentation.  The food, however, did not meet our expectations. The tacos were dry and bland. We had a variety of the pork, fish, chicken and beef tacos and I could not tell the difference amongst them all. The corn appetizer was ok but for $9 you could maybe give me a little more zing.  I am not a food/taco aficionado by any means. But after having various tacos from taco trucks around NYC and at the Chelsea Market, I had my high hopes for Villalobos. They are new and maybe need more constructive criticism.    Bottom line: there is no distinction in the beautifully laid out ingredients of the taco. Bite after bite had me wondering how everything could taste the same.  2 stars for everything but the food.","Armando T."
"Villalobos",4,"2014-08-23","The beautiful decor, presentation and great service pushed it to 4 stars, otherwise, a 3 in my book, but please, read on. I love the decor here, and so of course I went crazy with the photos. This is where I see Montclair going- restaurants that will make you feel like you're in some hip brooklyn spot. In any case, the service was very attentive, and the complimentary chips and salsa were ever flowing. I had two tacos, churos, and an agua fresca.  Loved the agua fresca (prickly pear), even though I expected it to be more of a slushie. I suppose that's a regional thing. The shrimp taco was a bit of a let down. It didn't have enough flavor for me. The beer battered fish taco was very good, and very fresh. The actual taco wrap, which I believe is made in house, was just so-so.  The churos were steamy and fresh, but they weren't crispy enough on the outside for me. They were soft all around, so it made me feel like something was missing. Over all, I'd definitely come back for a fancy date, but if I really want to get my authentic Mexican grub down goin', without the fancy facade, I'll head to el matador.","Chelo K."
"Villalobos",5,"2015-06-17","Villalobos is a standout when it comes to Mexican food. I have been there about 10 times at this point, and am consistently blown away by the quality of the food and care to detail. Each element in the specialty tacos are there for a reason. If you want stock, run-of-the-mill tacos with ground beef and shredded cheese, that's what Taco Bell is for. Villalobos fills a mexican-niche that I love to frequent and $5 per taco is worth the money. The chorizo taco, scallop taco, and fried fish taco are standouts. I always add some of the green salsa to the fish taco for some added acidity. The elote (mexican corn) is a standout. It's a BYOB, and the servers are great about continuing to refill your glass for you. The recent lamb rib appetizer was so tender, so delicious, I was talking about it for days. All in all, you get what you pay for at Villalobos. Money well spent, I'm never disappointed!","Aly R."
"Villalobos",2,"2015-11-19","Came back for a second time and will say this is my last time to back to this restaurant.  I had the tuna tostada which was bland and uninspired.   Then I had 3 different types of tacos  2 of each.  Simply put that the taste profile of the tacos were just mediocre at best.   So I had 6 small tacos and a small tuna tostada.  The bill was $50.  Ridiculous prices for mediocre at best food.  Why this place gets great reviews is a mystery,  In essence, mediocre at best food with high prices.  The taco trucks have better tacos for a cheaper price.","Albert C."
"Villalobos",2,"2015-11-24","All I have to say is $52 for taco lunch.  Overpriced and undersalted food.  The best part was the salsa for the chips.  They get one star for simple decor and nice service and one star for the comped chips (which should be free in the first place).","Wesley T."
"Villalobos",2,"2015-04-03","'Montclair-xican'--says it all. Villalobos is confused. It aspires to be a high end Mexican spot but fails to deliver.  Went here on a Thursday night, and after a short wait were seated. I had high hopes for the Guacamole because it sets the tone-- this is going to be good Mexican or not.. well  it was unbelievably bland- I've made better guacamole at home with a little bit of lime juice and cilantro. Don't bother, eat the chips and salsa they give you for free- it's tastier. What arrived was mashed up avacodos with some onion and they charged us $10+?  If you can't get the Guac right at the very least.. let's move on towards the entrees. I ordered chicken tacos and a shrimp taco- chicken came with a pineapple chutney that was all wrong with the BBQ sauce it was drenched in-not tasty.  Also no dips or sauces for your tacos i.e sour cream/ salsa... Just lonely on the plate and dry.  The shrimp I was looking forward to and it was unfortunately the worst choice of the night- tasted like some Japanese style sauce on Mexican grilled shrimp- yuck! Do not order.  The saving grace way my husbands Brook Trout- it finally fed us for the night along with the avacado bowl aka guacamole.   Really looked forward to checking this place out because the space is energetic and has a great look. What a let down. If your looking for actual Mexican try across the street Casa Piquin- not for the ambiance but for a hell of a good Mexican meal.   This place actually made me invent the word montclair-xican.","Fancy P."
"Villalobos",5,"2016-01-31","I'm really confused by some of the vitriol. This isn't Tex-Mex. This a serious take on traditional Mexican flavors. I've been here maybe a hundred times (no lies) and the first dozen or so visits, they always told us the tacos were the size of the inside circle of the plate. I can get wonderfully full from splitting an app and 2-3 tacos which runs the same tab as anywhere else in town. Must gets: Beet & Arugula Salad, Chilaquiles, Habanero salsa, Arbol salsa, Bacon and Brussel Sprouts Guacamole, and these tacos: Lengua, Carnitas, Camarones, Pescado Pro tip: menu changes often (going to miss that chicken tinga)","Antonio I."
"Villalobos",4,"2015-06-24","Very good authentic Mexican in a cool laid back setting. BYOB street parking. Great addition to downtown Montclair.","Michael C."
"Villalobos",3,"2015-04-04","3.5 stars We had a nice meal at Villalobos, but it was not without its faults.  For one, my wife and I are from El Paso and Phoenix, so we have had our fair share of Mexican food and done a large amount of traveling in Mexico.  It's not authentic or even super hipster-chic Mexican cuisine, but the atmosphere is clean and modern and the service is attentive.   We were surprised to find that the exec chef did not greet us, even when we noticed who he was. More about the food:  the elote was excellently seasoned and spicy.  My wife got the enchiladas which were made with kale and some dainty pieces of butternut squash.  I got a few tacos:  piscado, brisket (the special), and el pastor (which did not impress).  The chips and salsa were tasty and free.   The prices, overall, seemed a little steep for what you get, but then again, it's Montclair and everything is a little pricey. We might return.","Colby G."
"Villalobos",1,"2016-02-21","Is sad that a local restaurant does not save any tables for walkins. Tried to go on a Saturday night at 630 and was told it was fully booked most via open table. Although i am happy about its success, remember the people that came in the beginning when barely a table was occupied and by local Montclair people. Montclair has become an eating destinatiion, granted few of neighboring towns restaurants are noteworthy. My suggestion is cook hone saturday and avoid Our restaurants.","David S."
"Villalobos",2,"2015-11-16","Overpriced and overrated, seriously...$6 for a tiny taco in a corn shell that falls apart?! The service is terrible! I'm sorry, but having to ask for water during a meal is unacceptable when the place isn't busy. Save your money!","Kendra E."
"Villalobos",4,"2016-02-07","Although there were no tables available, we sat at the bar (which Im usually not a fan of), and it was fine. The bar was deep enough that I was able to eat comfortably and the staff was not reaching over or bumping into my plate. The ceviche was excellent but this normally inexpensive dish was priced a bit high at $13. The chips and guac were good but again $10 for a single serving is a tad high. The atmosphere was easy and the servers were friendly. The best part for me as a non alcoholic drinker were the choices of non alcoholic mixed drinks! LOVED THIS!  I will be back!","Bella J."
"Villalobos",3,"2015-06-12","It's kinda mixed here some of the dishes here are quite delicious and others were bland or to salty. I have eaten here several times. Their Deep Fried fish sandwhich is oily and salty. Their tacos are decent and so are their burritos. Its hard to say I dont crave this place, but I come here for a change a pace for lunch.","Art S."
"Villalobos",3,"2015-05-03","Tortilla and taco shells are homemade. The ingredients are really fresh and the ambiance is very cool. Great for lunch and dinner.  The food is very flavorful and you can taste the freshness of the ingredients. You get chips and salsa for the table. Portions are small and the prices are moderate which is expected in Montclair so it fits the area. Tacos are very small. I am a petite girl and three tacos is filling for me. Burritos are a nice size, not too big at all. In general expect small portions.  This is my second time at Villalobos seems like the chef has really enhanced his cooking as the first time I went the food did not have as much taste and or flavor. Very pleased.","Amanda D."
"Villalobos",3,"2016-07-15","Food is very good, but you feel like it's more Brooklyn than Mexico.  I've been here multiple times and the quality was consistent through both trips.  I've gone with  groups and have had the opportunity to try most of the tacos and thought all were done well.  The service is meh.  Received the wrong order more than once.  If you're planning on going during the warm weather months, make sure you try and get a seat by the door or the fan in the back.  Either that or bring an extra shirt to change into.  The air conditioning clearly doesn't work as planned.  I've gotten this feedback from multiple people that have gone.","Brett F."
"Villalobos",5,"2015-03-05","All I can say is woah. Their combination of meat and accents are impeccable. This is a BYOB, so make sure to bring your cervezas. I would definitely recommend trying something out of the ordinary here because their execution is just amazing. Pork belly, beef tongue, and chorizo. That was my order and I loved every bite. The atmosphere is beautiful, and the servers are very nice. A definite must if you're not looking for a loud Spanish cuisine and some delicious tacos.","Maria N."
"Villalobos",2,"2016-03-21","I guess if you put being in such a hip spot over respectful service, this is the place for you. Food is good but as others said, small potions, overpriced. Our waiter made many mistakes. Made a nice dinner into stress fest.","Lily F."
"Villalobos",3,"2015-10-10","I ordered the jumbo shrimp taco -- a pretty deceiving name considering exactly one shrimp came with the taco and it was over after two bites. However I can admit that, that one bite was truly flavorful. I don't know if its truly worth the $7 but hey i think you can decide that for yourself. The food was served quickly, even in the group of 15 people. The staff was polite and helpful and the experience was a good one overall.","Rebekah D."
"Villalobos",4,"2015-10-08","I came here with a group of co-workers after work and we had a great time. Their appetizers are amazing, we had the guacamole, elote, and the ceviche. They were amazing. For the main course i decided to try the tacos, I got 1 carnitas and one pastor de pollo, the pollo taco was the worst!!! The chicken tasted horrible I could barely swallow the first bite. It looked like it was filled with chicken fat and not chicken breast, but other then that the rest of the food was delicious. Just don't get the chicken tacos!!!!","Edlira J."
"Villalobos",5,"2015-12-15","I really like this place. it is is a great area of town and the food is amazing. It is great also because I do not know of many solid taco joints so when ever I am in that taco mood i go here.","Nicholas G."
"Villalobos",5,"2015-02-12","Finally made it out to Villalobos last night and it did not disappoint. Not sure what all the  'meh' reviews are about - our entire meal was delicious from the starters to the dessert. For starters, we had the guac and squash. Both were amazing.  My boyfriend and I split 5 tacos between the 2 of us and it was more than enough... we could barely finish our food. We tried the fish, beef tongue (2, because I wanted my own), pork belly, and short ribs. The fish and the beef tongue were probably my favorite but all were great and had generous amounts of meat for the size of the tortilla. We also got rice and beans as a side (made perfectly), and I tried my roommate's side of kale that they put together just for her (she's vegan, and they were very accomodating with making the food work for her) and it was also great.  Lastly, we split an order of churros b/w the 4 of us, and they were to die for. Didn't even need the chocolate dipping sauce, but HEY why not at that point! The well thought out decor and open layout of the restaurant are just added bonuses - all in all a great dining experience and can't wait to go back.","Emma T."
"Villalobos",4,"2015-02-16","Decided to give Villalobos another try because it's so darn convenient for us on Friday nights - and our friends wanted to try it. So we returned with them AND our kids last week.   I have to say THANK YOU for listening to your customers and the reviews. The service - from the hostess to our waiter - was very good, pleasant. Definitely a notch above from when we were there in December.  And the tacos were excellent - and filling! We tried a couple of the specials and enjoyed those as well.  We'll be back!","Gia M."
"Villalobos",4,"2015-09-17","For starters, this is not necessarily your 'authentic' hole-in-the-wall Mexican place.  Having said that, if you're looking for a comfortable, hip place with interesting food, this is a good option. Everything we ordered tasted great -- but the one item I will probably never forget is the Lengua -- braised beef tongue taco.  In my first few bites, I thought I was eating pure fat -- but then I realized that they had braised and rendered the beef tongue so well that the muscle fibers had broken down, leaving bite-sized cubes of fatty-but-not amazingness.  And then there's the aioli sauce.  Amazing. If nothing else, go just to try the Lengua.","I. C."
"Villalobos",4,"2015-01-02","Villalobos is a great addition to  the Montclair culinary menu! They are probably the most unique of the new breed of taquerias sprouting up in the area and vying for the crown in recreating the street fare that real mexican tacos are and not the over stuffed tex-mex types common in NJ for so long. The staff is nice, the interior is really well put together but the food here is king. Lots of interesting taco choices and the menu seems to be constantly changing The only downside is the relative pricey nature of the tacos at $5 each, meaning its pretty hard to fill up on less than 20 bucks, drink, tax and tip included.  Still, I'll keep coming back for those pork belly tacos. WOW!","Jim S."
"Villalobos",5,"2016-05-29","Creative and unique menu.  You can spend as little or as much money as you'd like since there are so many different options.  Love this place","Adele S."
"Villalobos",1,"2014-10-03","Not to be swayed by the semi-unfavorable reviews, we forged ahead and dropped by for lunch. I'd call it medium-busy, about 1/3 of the tables empty at 1pm.  The problem with leaving a review like this is, we never even got to eat. Despite empty tables, they squeezed us in a 2-top between other diners and we had a baby. So now 3 squeezed in a 2. Our baby doing as babies do kept turning anf messing with out neighbors so we asked for a new table which was accommodated after a few minutes. Mind you, we were there almost 5 minutes already and no waiter. New table, no menus, no water, no chips, still no waiter. We gad yime to feed our vaby a bottle bwfore my fed up wife fetched menus herself. I insisted we wait a but longer but after 15 minutes inside with waiters pirouetting about, but not actually greeting or talking or anything,  we left.","Rich S."
"Villalobos",2,"2014-09-06","We were excited to try this place, even with the fairly average reviews.   Thought that being new they just needed to work out the kinks, but it appears the kinks are still there.   Some similar feelings as to what's been stated by others:  cool atmosphere, very loud. Each of the staff with whom we interacted was nice and friendly.  But we thought the food was either pretty bland or overly salty.  Started with the ceviche and the classic guac.   Each lacked flavor; the guac desperately needed garlic.  I am no chef but in all honesty the guac I make from a food network recipe is *way* better.   Both the carnitas and fish tacos were good, but overly salty.  And the rice and beans were completely bland. Our server asked for feedback and said he'd share it with the chef, though I can't imagine anything changing.   Our expectations were high--this type of food should rock you with flavor--and we were very disappointed.  I wish I could say that we'll give it another shot but, sadly, it's very unlikely.","Matt K."
"Villalobos",2,"2015-01-19","We were super excited when we first ate here - the tacos are pretty good! But. The last 3 times we tried to dine here at a reasonable hour, we were sent away, and there were full tables all around!  Last Sunday we came in at 6:45pm and were told the same thing.  Closed.  The place was packed!  A couple in front of us also looking for a table got mad at the host.  We just wandered away wondering who the heck stops seating on a Sunday night at 6:45?!","Laura P."
"Villalobos",2,"2014-09-11","Sorry to say what I ate was tasty. But comm'on, everything is tiny. Chips tiny, salsa tiny, good, but tiny. Tacos tiny. Charge a fortune for teenie tacos . I want to double my order but it's not a good value.  So why throw money at something that insults my sense of logic. ( drive up the road to chipotle )  I like Spanish food. ( it's the food of my peeps) so when I ask for rice and beans and charge me five dollars, shouldn't it be more than a cup (combined). It doesn't make sense to my Latino side. Sorry. I'm not a dope that buys into the hipster small plates thing. Charge me 15 00 for a plate if food   But I'm not paying 15 bucks for  two tacos the size if silver dollar pancakes and rice and beans in the amount that is normally left on a serving spoon in any kitchen who claims to serve Mexican food.  I won't be back. No mas.","J M C."
"Villalobos",2,"2016-05-05","I actually really like this place!  Probably one of the tastiest tacos I've ever had!  However, I'm frustrated with the service!  I've gotten take out before during 'busy hours' with no problem.  However on this night, she tells me it will take an hour to get my order made!  WHAT?!?!  So I give them at least 25 minutes and then head in!  I realize, they haven't event put my order in once I arrive at the restaurant!  So I'm sitting for another 20 minutes and ask a question and the hostess is not helpful at all!  This is especially frustrating as I see open seats at the bar and open tables. No one is waiting to be seated!  It's clearly not THAT busy!  I feel like the hostess was just being difficult!  It was not until I complained about the time that they offered me a glass of water!  Honestly, if you can't handle take out orders, then don't take them!","Melissa R."
"Villalobos",4,"2014-10-03","I'm still unsure how I feel about here. I came here the other night and nothing really stood out as exceptional, but everything was pretty much solid. My boyfriend and I walked in on a Tuesday evening (no reservations) and were initially seated at the bar, until a table opened up and the servers moved us over.  We were both starving, so we were grateful for the salsa and homemade tortilla chips. We also ordered the Villalobos guac, with sea urchin, which didn't really stand out to me. The sea urchin was sparse and the two flavors didn't complement one another. I would have been find just ordering the class guac. For our entrees, we decided to order ALL of the tacos and sample the 9 between the 2 of us. Well, 8, since they were out of carnitas. Okay, so I'm only going to go through them quickly. Al Pastor de Pollo - Okay, not memorable. Typical chicken taco. Verduras - I am NOT a fan of the mushrooms. My least favorite. Carne Asada - So, this is INCREDIBLY spicy. BUT, I could not stop eating it. My mouth was burning and all I wanted to do was take another bite. The best steak taco I've had. Camarones - My second favorite. The shrimp was seasoned lightly and it was sooo refreshing to eat after the steak. Lengua - So, the beef tongue had an odd texture, but it was also really good. The highlight of this dish is easily the chipotle sauce. I'd put that on everything! Chorizo - The potatos added a nice crunch, but it wasn't memorable. It was a solid taco. Pulpo Asado - I love octopus everything. This was great - light and refreshing. The radish greens were a little big, but it was a great counterpart to the octopus. Obviously, we had to skip dessert. As much as I love chocolate, I couldn't bring myself to eat a chocolate dipped churro. I saw they had a great selection of drinks, but they're BYOB, so naturally, I bought my own. The service was pretty attentive. My water glass was constantly refilled (except, ironically, when my mouth was burning), but like the food, nothing too memorable.  I'll return, but it's not a restaurant worth bragging about. Not just yet.","Andrea N."
"Villalobos",2,"2014-09-11","I was intrigued when a friend recommended this place. Authentic Mexican food in Montclair? Sure, I'll give it a try. Unfortunately, it was as expected: over hyped & overpriced. Appetizers varied in price but averaged about $8-$10. Tacos $4-$5 each, Entrees were $20+. I was a bit puzzled when I saw sopes were $21. At any other restaurant they're an appetizer, though they can be ordered as a meal, and usually run about $2.50 each, maybe $3-4 with meat. Agua fresca was $3 or $4 I think but the size of the glass didn't justify ordering it. You can order a large coffee size Styrofoam cup for $3 and a huge tub for $5 at other establishments. My friend and I ordered esquites as an appetizer. Presentation was great but the way it was served was impractical. Every time I've ever had this snack, it has been in a cup with spoon so when it's served on a flat plate to be split between 2 people it makes it a bit awkward to scoop onto your own plate. Flavor was good, no complaints there but it's definetly not worth $10. I've gotten that same portion (and just as flavorful) from street carts/food trucks for $3- $4.  For dinner I ordered 2 tacos al pastor and 1 lengua (tongue). My friend ordered 2 al pastor tacos as well, I believe, and a side of rice and beans. The rice and beans were different. I've only ever had rice and beans like that at a Cuban restaurant. I'm Mexican and was intrigued that they came out like that. I should mention that my friend who is Puerto Rican was just as intrigued that they had platanos on the menu. A staple in her household, not mine. Anyway, the al pastor tacos were good but again, I've had similar quality tacos from places that are' a hole in the wall' for 1/2 the price. I'd pass on the lengua. I'm not sure if it was the sauce they put on the taco but they tasted absurdly fatty. It left a very strange after taste.  Unfortunately what didn't help was that service was slow. I ran out of water just after I received my dinner and only received a refill once the waitress came to the table after we had finished eating.  I doubt I'd  go back. To me, it didn't live up to expectations. However, it seems to fit in to what some people expect of eateries in Montclair, especially since the place was packed at 8:30pm on a Wednesday night.","Virginia V."
"Villalobos",3,"2014-08-13","I decided to sit at the bar since I was solo. It took approximately 15 minutes for a waitress to acknowledge me. Yes the place was busy but not super busy where there's a 45 minute wait. I sat and waited and waited until the owner decided to take my order and the hostess decided to give me chips and salsa. The waitress finally acknowledged me after my order was taken by the owner.  I ordered a chicken taco, which was blasé.  Fish taco- dry and missing some kind of seasoning. And a pork belly taco, which was cold.  I will give this place a try, once they've been established for 6 months. I totally understand there are challenges for a new restaurant and I hope they achieve those challenges.  The decor is very pleasant and it's bYob!","Melissa D."
"Villalobos",3,"2015-02-20","I liked Villalobos and would return to try more tacos.  The chef definitely knows how to prepare octopus - the texture and paring with radish slices in the ceviche were right on! But other favorites, like the guacamole with bacon and brussel sprouts lost their appeal after a few bites.  Many of the tacos and sides were flavored with bacon or carnitas, or oil, and after a while I was craving more acidity and bright, spicy flavors. More clean, less fat. There wasn't any pepper or hot sauce in sight, so I didn't dare ask.  That was our only complaint. Otherwise, we had a nice time mixing our own tequila drinks and soaking in the cool, Santa Fe-meets-warehouse-loft vibe. The Thursday night after work crowd was diverse and noise level just right. You could still have a conversation yet feel the energy in the place.","Jen S."
"Villalobos",5,"2014-08-21","Villalobos is by far one of the best Mexican restaurants I've come across in quite some time. As a server I've developed a pretty sophisticated pallet over the years. Villalobos takes a twist on your traditional Mexican food with it's unique flavors and combinations.    I started off with the Esquites which is the corn off the cob with a cream drizzle, ancho, and cotija cheese . It was awesome and definitely the highlight of the appetizers. I also started off with a couple of tacos. The tortillas are made in house with organic masa which is a huge plus. The Al Pastor was incredible, perfectly seasoned with just the right balance between sweet and savory. I also had the fish taco which was very flavorful and nicely executed.    As my main course I had the braised short ribs with rice and beans. The short ribs were tender and perfectly cooked. They also give you a Mexican pouch with extra tortillas. Who doesn't love extra tortillas ?? I highly recommend Villalobos if you're in the Montclair area. Trust me you won't be disappointed.","Alexis R."
"Villalobos",1,"2014-08-13","Disappointment at best... both service & food were sub par. Service: slow waitstaff, confused about who was our waitress because many people came to our table, they didn't refill our water glasses or chips, waitress brought out wrong food and on top of that it was cold. Food: We ordered the traditional guacamole which was the highlight of our meal. Along with this we also ordered the chicharrones (crispy pork skin) which was incredibly hard to even bite into, it tasted stale and my friend couldn't even take a bite it was that hard... we sent those back to the kitchen and they took it off our bill. The time in between the appetizer and our mains (we ordered taco) was ridiculously long. I don't mind waiting in a restaurant for food, but when it comes out less than lukewarm and tastes like it was cooked the day before I get upset. We had the chicken, pork, fish, and shrimp tacos which were all unmemorable.  Overall the staff looked confused and were not prepared, good idea for a restaurant but the menu was not executed well. I feel bad because it's the opening week, hopefully the staff are able to sort out these issues.","Gabby M."
"Villalobos",5,"2016-04-13","Had a delicious lunch here.  Menu only had a couple of vegetarian and vegan items listed, but the owner came over and went through item by item and offered that they could veganize most of their menu. I will definitely come back.","J T."
"Villalobos",2,"2014-08-17","Oh geez. Where to start. Something nice first: the owners put a lot of thought in to the looks of this place and it has a very cool vibe.  But the food is just really bad. We had several appetizers. Ceviche was good, but the tuna and watermelon had no taste at all and the gazpacho actually tasted like dirt. Like a handful of soil. The tacos were no better. I had a chicken taco which was very dry. I also had a fish taco and it had raw jalapeños in it. Which is fine, but they weren't listed in the description. So it was a really surprising bite. The acoustics are also really terrible. Couldn't hear my friend right next to me.  We wanted to like this place but probably won't be back.","Rebecca K."
"Villalobos",3,"2015-08-06","Awesome loungy city like mexican byob restaurant...plates are lite bites..no big Grandma style tortillas here...great bar , prep and meals done live !!","LESLIE P."
"Villalobos",5,"2014-08-12","Great food, beautiful decor, friendly staff, reasonable prices and BYOB. Hands down the best oyster appetizers I have ever had.","Fred P."
"Villalobos",1,"2015-08-05","Over priced and under sized. For one tiny taco you dish out more then at normal taco places for three. Guacamole was over topped with cilantro, I like cilantro but not when it's the whole meal. The chips were alright tho","Gabriela J."
"Villalobos",3,"2014-08-28","Went last night with my wife.  Waited about 20 minutes at the bar for  table.  No biggie.  Salsa was good with the home-made chips. We started with traditional guac and it was great.  So fresh with a bit of extra lime than I am used to.  Really enjoyed it. I had the carnitas, barbacoa and pescado tacos for dinner.  I liked them.  Could have used a bit more punch but they were very good.  $5 for rice and beans to have a side was a bit much. My wife had the short ribs.  She liked them and I tried them as well.  For one, they were so spicy she could barely eat them, and we are  spice family, me more than her.  But the plate was very one note in terms of texture.  Needed some crunch, especially if you serve them with tortillas.  There was no crunch.  Could have used some type of slaw. Unfortunately our service was terrible.  Our waitress took forever to come to our table and the only time we saw her was when she took our order and to make sure our guac got there.  Nothing else.  We couldn't even find her when we wanted the check.  Someone else brought it.  Its the first time I have only left 15% in 10 years.  We planned on desert but got so antsy.  So the waitress lost a little money for the restaurant. Our bus boy was great, even the hostess said he gets complimented.  He should have been our server. The noise level is off the charts though.  My bus boy asked if we were done with our guac, which was still 1/3 full, and we said we were still working on it, and he took it away.  Not his fault.  Its so loud. We will go back again once they have had some time to get the kinks out to give it one more try.","Joe P."
"Villalobos",5,"2015-05-21","Wonderful food, service and environment.  The Elote is amazing.  The Guac with bacon is a stand out and the carnitas are like nothing I've ever had.  I see some people complaining about the price, I however disagree.  While it's not cheap, I think it's priced very fairly.","Jarrett s."
"Villalobos",5,"2014-08-13","Villalobos is an excellent Mexican restaurant in the heart of downtown Montclair. Yesterday I ordered the fish & verduras tacos and a margarita (virgin but they are BYOB). The verduras taco was quite tasty. The corn was fresh & crisp and had the right amount of smoke. The fish taco was battered and topped with cole slaw. Their house-made tortillas taste even better than the ones at a typical Mexican food cart. Both accompanying salsa's (salsa verde and regular salsa) were fresh, well seasoned and authentic. I actually ended up ordering the same thing for lunch today along with an order of guacamole that was legit.  It's really dangerous working directly next door to them so I'll have to schedule my visits. Adam, the owner, is a great dude. Go, you won't be disappointed!","Tasha H."
"Villalobos",5,"2014-08-26","I noticed Villalobos when I was walking to shop on Church Street and was so excited to come back because it looked so cute. I love the rustic decor, it's a nice change from the typical spots in the area.  My husband and I shared the sea urchin guacamole to start- it was fresh and something I haven't had before. We really enjoyed our main course tacos. The menu is mix and match which I love because I can never decide on just one! We both had the short rib taco, the 'tinga' chicken taco, then my husband had the pork belly and I had the vegetable  taco. They were all the delicious. The vegetable taco was actually my favorite- super flavorful with just the right amount of spice. My husband loved the pork belly, and we both really enjoyed the rest.  We would definitely recommend Villalobos for a fun date night, or for a group dinner. We'll be going back with friends!","Ashley B."
"Villalobos",4,"2015-06-20","Went here for Saturday lunch and had a really great experience. First off, the restaurant is beautiful inside....rustic and simple with a nice, big bar. To start, we had the guacamole and elote....both were really delicious. The corn was such a great, big portion and I could've made a meal out of just that, it was so good.  Then we had the fish and carnitas tacos with a side of papas bravas....all were delicious and the perfect size. Sometimes tacos are overdone with too much 'stuff' in them....these were tasty and simple. The papas were super spicy and yummy, and they didn't have a sauce smeared on them which can sometimes ruin the dish. Overall, we loved it and would definitely go back again.","Corey S."
"Villalobos",5,"2015-06-20","Wonderful food, great vibe! Terrific service.  We enjoyed the veggie tacos, the mushrooms were decedent.  The fish taco fantastic, fresh succulent.  The entire menus is gluten free, except for the deserts.  Thank you!","Stacy B."
"Villalobos",4,"2016-01-25","This place exceeded my expectations. The staff was helpful and knowledgeable. The food was tasty and surprisingly filling.  I recommend the Chicharones and Bacon and Brussel Sprouts guacamole.","Eva G."
"Villalobos",3,"2014-10-22","My husband and have been wanting to try Villalobos and so we went in for lunch this week.  It was pleasant enough of an experience that we may come back to try dinner.  When we walked in we were immediately greeted by a friendly hostess and seated immediately.  The space is beautifully designed with a marriage of rustic charm and sleek modernisim with touches of traditional Mexican elements. The overall result is a very cool vibe. I love the open kitchen and bar area. Now for the food, I ordered the steak torta and the chorizo and papas taco.  The taco was spicy and full of flavor, the papas were interpreted as chips rather than the traditional diced preparation.  It was very good and much better than my torta.  The torta while solid was not a standout.  While all the elements of a traditional torta were there, the very distinct flavors just weren't there.  Overall I was left feeling like I could have ordered a sandwhich from a deli.  My husband had the chicken, shrimp and fish tacos.  He thought they were also solid but nothing exceptional.  Of the three the chicken and shrimp were the best.  His major complaint was that they fall apart too easily and perhaps the tortillas should be doubled or give more tacos with less of a filling, it's hard to enjoy them as they fall apart in your hand. He also had the plaintains, they were hot and crispy as tostones should be.  Our waitress was very attentive and friendly.","Carmen W."
"Villalobos",5,"2016-01-22","One of my favorites. Never a bad meal and great service. The tacos are incredible. It is a great spot for a business lunch, group dinner, or date night. Parking lot near by as well which makes getting it super easy as well.","Billy M."
"Villalobos",3,"2014-11-25","Very cool in side decor.  The service seemed promising at first the waitress came right over and we were brought some chips and a very small portion of 2 salsas. Then we never saw her again.  We asked for extra salsa and more water a few times and each time we were flagging down a bus boy.  The pazole was good but the bowl it was served in was not meant for a soup but more of an app.  The sopes were very good.  My husband got the steak torte which was very dry.  I had the steak, pork, and chorizo tacos.  All very good but hands down doesn bet the Taqueria Autentica in Bloomfield on taste plus it was double the price.","Marisa A."
"Villalobos",3,"2015-07-22","This place was ok. I met a friend here for dinner a couple days ago.  We shared the chips and guacamole, the hijote, and we each got a taco.  It was just the right amount of food and we were able to get a little taste of a couple of items.  The chips and guacamole were okay.  There was nothing that special about it.  I hated the hijote. They had some seasoning on it that I was just not a fan of.  The tacos were okay.  I ordered one of the tacos without onions and it came with onions on it...not a big deal for me, but not good for people who are particularity picky.  My taco came with a lot of meat on it, but it was very messy to eat.   I thought the menu was pretty small.  There were a lot of exotic items on it, but not many basic ones which I thought was odd. The service was great!  Our server was constantly checking up on us and refilling our waters.   It was pretty crowded for a weeknight.   Overall it was okay.  I probably wouldn't go out of my way to come here again but would manage if a friend really wanted to go.","Sandy S."
"Villalobos",3,"2014-09-16","I would have given this place more stars if the service was better. I came here tonight with my friend and the atmosphere was beautiful and the energy was good, so I was expecting better. We were seated quickly, but our waitress  (Kate I believe) didn't come for awhile (which was fine considering my friend and I were talking). The food was good and I loved the guacamole, but I feel the food was a bit overpriced for the portion size. We were served our appetizers, but once we were about to be served dinner, we realized our drinks never came. We told our waitress and she finally brought them ... the drink situation was not a big deal to us, but it got worse.  This is when we got annoyed ... After we finished our dinner, the bus boy cleared our plates. Not once while we were eating dinner did we see our waitress. She never came to ask us how our food was, if we needed anything else, etc. We realized she was too busy chitchatting with her work friends than to do her job and be a decent waitress. After sitting for awhile after having our plates cleared (maybe a good 20-25 mins), I finally asked another waiter to get our waitress (who was still chitchatting). She came over with the check and never even asked if we wanted dessert.  I'm not about posting negative reviews, but this place is new and it needs to work on the cons if it plans on getting better. Overall, good food but the service seriously lacked .... at least for us.","Sydney H."
"Villalobos",5,"2015-06-26","Just left villa Lobos and probably had the best steak tartar of my life. Fired squash blossom taco stuffed with crab meat. Are u kidding me ? This place is unreal.","Rica C."
